time,latitude,longitude,depth,mag
2022-03-01T01:45:12.163Z,44.4057,-115.2039,10.0,2.5
2022-03-01T05:01:10.860Z,34.439,-119.2935,10.87,2.84
2022-03-01T05:06:42.710Z,34.441,-119.2975,11.56,2.83
2022-03-01T06:33:05.752Z,37.0276,-104.9291,6.89,3.0
2022-03-01T06:34:09.970Z,34.4333333,-119.2936667,11.54,2.61
2022-03-01T10:28:50.811Z,31.67128354,-104.4018711,6.671435547,2.7
2022-03-01T16:51:12.230Z,37.1243333,-121.9951667,14.48,2.68
2022-03-01T18:17:21.302Z,38.141,-118.0206,9.4,3.5
2022-03-01T18:25:36.163Z,47.6621,-92.4872,0.0,2.9
2022-03-02T09:08:11.670Z,38.5848333,-112.2125,-2.24,3.44
2022-03-02T19:10:21.150Z,38.5778333,-119.4486667,6.22,2.83
2022-03-02T22:55:02.670Z,33.8533333,-115.5431667,1.78,2.73
2022-03-03T11:39:58.200Z,38.7805,-122.7581667,0.4,3.78
2022-03-03T15:17:22.106Z,44.3533,-115.1754,10.0,2.6
2022-03-03T17:10:07.837Z,47.5794,-92.7274,0.0,3.0
2022-03-03T20:21:09.619Z,45.0782,-106.8741,0.0,3.4
2022-03-03T23:51:42.275Z,38.0896,-115.2854,8.2,3.1
2022-03-04T09:07:22.416Z,31.59719319,-104.0066693,7.674047852000001,3.1
2022-03-04T09:57:48.046Z,38.0585,-115.2581,7.5,3.5
2022-03-04T19:01:44.349Z,43.8367,-105.2357,0.0,3.1
2022-03-04T20:27:31.376Z,43.7279,-105.156,0.0,3.1
2022-03-05T01:16:51.527Z,31.66011153,-104.3132288,7.416967772999999,4.3
2022-03-05T03:56:10.141Z,31.6625934,-104.3210536,7.391259766,3.3
2022-03-05T11:00:22.300Z,36.527,-120.6948333,7.87,2.53
2022-03-05T11:02:16.160Z,35.5136667,-118.384,4.74,3.27
2022-03-05T15:07:29.780Z,36.5286667,-121.1181667,6.48,3.22
2022-03-05T15:28:01.818Z,44.2242,-115.0868,10.0,2.6
2022-03-05T15:36:42.443Z,44.217,-115.0877,10.0,2.9
2022-03-05T21:07:27.021Z,43.7243,-105.3542,0.0,3.4
2022-03-05T21:21:13.839Z,44.0038,-105.2695,0.0,2.8
2022-03-06T03:23:33.356Z,31.68038997,-104.4148741,6.877099609,2.9
2022-03-06T04:19:55.990Z,38.7798333,-122.745,0.47,2.69
2022-03-06T19:03:20.602Z,43.7201,-105.3322,0.0,3.1
2022-03-06T21:10:43.801Z,43.7329,-105.4044,0.0,2.9
2022-03-06T23:11:00.308Z,31.64698064,-104.3187735,6.362939453,2.7
2022-03-07T04:38:34.925Z,31.67535254,-104.4121362,6.722851562,3.1
2022-03-07T12:38:43.087Z,31.94641113,-102.3368426,7.189697265999999,2.9
2022-03-07T16:22:42.900Z,38.2258333,-119.08,8.97,3.54
2022-03-07T16:56:57.284Z,32.42706299,-102.0785299,7.60542806,2.6
2022-03-07T18:24:20.150Z,38.2331667,-119.074,9.89,2.81
2022-03-08T01:13:56.920Z,38.2285,-119.0768333,14.37,2.82
2022-03-08T03:39:46.550Z,36.2478333,-120.8196667,6.53,2.84
2022-03-08T20:37:23.247Z,38.6532,-97.4806,5.0,3.0
2022-03-08T20:52:43.191Z,39.6953,-98.2899,5.0,2.5
2022-03-09T06:48:24.692Z,31.64882085,-104.5846513,7.185595703,2.5
2022-03-09T07:24:31.368Z,44.2653,-115.0936,10.0,2.5
2022-03-09T07:31:00.687Z,28.6807251,-99.4497932,5.013224284,2.5
2022-03-09T15:10:58.073Z,44.3894,-115.2604,14.58,2.6
2022-03-09T17:54:47.110Z,40.3945,-124.2781667,27.39,2.73
2022-03-09T18:14:38.206Z,47.6523,-92.4811,0.0,2.9
2022-03-09T20:38:28.638Z,38.1199,-118.113,11.1,2.5
2022-03-09T21:09:21.375Z,43.7171,-105.3652,0.0,3.2
2022-03-10T01:41:31.649Z,31.60205647,-104.570152,7.905419922,2.9
2022-03-10T03:58:42.698Z,41.5044,-118.8022,7.5,2.8
2022-03-11T06:16:22.130Z,40.902,-113.2956667,8.89,2.5
2022-03-11T11:43:51.585Z,46.8978,-112.66,9.06,3.2
2022-03-11T11:44:59.463Z,46.889,-112.6486,13.88,2.8
2022-03-11T11:59:07.942Z,46.8979,-112.6508,13.8,3.3
2022-03-11T16:19:04.818Z,45.8375,-106.7722,0.0,3.2
2022-03-11T17:44:30.460Z,37.919,-122.2991667,4.97,2.8
2022-03-11T20:59:37.581Z,44.312,-114.9584,16.8,3.3
2022-03-12T03:20:19.851Z,44.2939,-114.9386,10.0,2.6
2022-03-12T03:42:07.980Z,36.4666667,-121.0545,2.13,2.58
2022-03-12T15:12:40.558Z,31.69078521,-104.4066239,6.131567383,2.6
2022-03-12T21:11:30.743Z,31.68414439,-104.4030641,6.157275391,3.2
2022-03-12T21:38:47.777Z,31.69290771,-104.3982975,5.797363281,2.6
2022-03-12T22:56:57.204Z,28.36120605,-98.20381434,9.928629557,2.5
2022-03-13T01:38:07.129Z,28.72467041,-99.01757813,3.741577148,2.6
2022-03-13T04:00:54.356Z,31.52936933,-104.0772932,7.416967772999999,3.4
2022-03-13T05:06:07.372Z,31.53533936,-104.0721465,6.333780924,2.6
2022-03-13T09:08:05.270Z,46.8883,-112.6536,11.99,2.8
2022-03-13T19:13:22.316Z,43.6221,-105.3596,0.0,3.1
2022-03-13T20:51:30.100Z,36.5893333,-121.1863333,6.1,3.23
2022-03-13T20:51:32.260Z,36.5846667,-121.1883333,6.03,4.12
2022-03-13T21:54:01.327Z,28.96453857,-97.51826746,28.48978678,2.6
2022-03-14T02:39:37.643Z,28.70269775,-99.08168658,11.86055501,2.6
2022-03-14T04:09:24.970Z,36.586,-121.1828333,5.89,3.07
2022-03-14T04:31:07.290Z,36.5751667,-121.1868333,4.93,2.6
2022-03-14T09:40:42.401Z,28.65325928,-99.00103401,5.355590819999999,2.6
2022-03-14T11:20:21.399Z,35.106,-95.53583333,7.69,3.12
2022-03-14T16:48:35.355Z,31.61168865,-104.2173495,7.494091797,3.0
2022-03-14T19:16:16.300Z,33.9348333,-116.6406667,11.97,2.94
2022-03-14T19:22:28.220Z,38.7835,-122.7523333,2.34,2.89
2022-03-15T00:48:49.460Z,40.4145,-124.2883333,25.14,2.52
2022-03-15T00:57:31.560Z,34.4368333,-119.2963333,10.23,2.5
2022-03-15T11:48:32.728Z,37.1209,-115.3165,11.8,3.4
2022-03-15T15:11:29.142Z,42.6923,-78.1505,5.0,2.6
2022-03-15T15:48:44.753Z,28.70269775,-98.96587776,2.323201497,2.9
2022-03-15T16:25:31.739Z,31.64233814,-104.4683398,6.979931641,2.8
2022-03-15T17:16:57.795Z,32.89581299,-100.8909346,4.181762694999999,2.6
2022-03-15T18:15:34.880Z,35.8251667,-117.6508333,6.27,3.09
2022-03-15T20:30:14.820Z,44.6078333,-110.3163333,5.77,2.85
2022-03-16T05:43:13.670Z,32.6946667,-115.5321667,3.18,2.68
2022-03-16T10:13:38.140Z,33.9906667,-117.1686667,15.0,2.76
2022-03-16T15:29:40.020Z,36.278,-97.50216667,7.95,2.79
2022-03-16T17:26:29.003Z,44.1242,-105.3248,0.0,3.0
2022-03-16T18:28:15.341Z,45.1082,-106.843,0.0,3.3
2022-03-16T20:04:27.392Z,43.8113,-105.3053,0.0,3.0
2022-03-16T22:50:05.380Z,38.9283,-118.7644,10.2,2.6
2022-03-16T22:57:01.557Z,28.7008667,-98.96794577,6.676147461,2.5
2022-03-17T01:46:56.550Z,34.0955,-116.7736667,11.78,2.53
2022-03-17T13:28:56.330Z,36.0641667,-83.6346667,19.57,2.5
2022-03-17T14:25:20.917Z,44.3146,-114.958,10.0,3.1
2022-03-17T14:27:06.212Z,44.3019,-114.9398,10.0,3.1
2022-03-17T20:00:24.213Z,36.3449,-103.2532,5.0,3.8
2022-03-18T04:51:22.290Z,38.521,-119.5405,-0.54,3.99
2022-03-18T04:53:41.370Z,38.5243333,-119.5358333,0.8,2.72
2022-03-18T04:55:08.510Z,38.5215,-119.5306667,1.12,2.62
2022-03-18T04:59:57.380Z,38.5238333,-119.5348333,0.03,2.96
2022-03-18T09:04:12.927Z,31.68003984,-104.3981817,6.620019531,3.0
2022-03-18T15:16:25.790Z,36.483,-120.9055,17.94,3.28
2022-03-18T16:21:55.120Z,44.54266666666667,-122.547,12.06,2.61
2022-03-18T21:30:15.660Z,33.1933333,-116.003,7.93,2.83
2022-03-18T21:48:28.880Z,36.4891667,-117.929,6.43,2.86
2022-03-18T23:19:39.431Z,31.61090693,-103.9591262,7.494091797,3.1
2022-03-18T23:41:59.982Z,31.60261762,-103.9644698,7.494091797,2.5
2022-03-19T00:02:48.990Z,38.5181667,-119.5446667,-0.21,2.6
2022-03-19T00:41:53.904Z,32.37762451,-101.6390768,3.937215169,3.5
2022-03-19T00:45:08.567Z,32.38586426,-101.638005,5.135498046999999,3.2
2022-03-19T04:27:15.506Z,37.5224,-97.7449,5.0,3.0
2022-03-19T06:01:29.970Z,36.9731667,-121.627,4.64,2.61
2022-03-19T09:53:11.967Z,41.3522,-106.5638,11.41,3.8
2022-03-19T11:04:50.830Z,38.5206667,-119.5305,1.43,2.71
2022-03-19T12:26:22.686Z,37.522,-97.744,5.0,2.6
2022-03-19T12:40:05.760Z,31.97296143,-102.3422018,7.214152018,2.8
2022-03-19T12:58:03.960Z,38.5208333,-119.532,1.4,2.53
2022-03-19T16:59:41.390Z,37.0021667,-121.7615,12.04,3.58
2022-03-19T23:52:04.413Z,44.4455,-105.5913,0.0,2.5
2022-03-20T00:00:15.569Z,37.5186,-97.7425,2.16,3.5
2022-03-20T08:51:01.673Z,37.5136,-97.7377,5.05,2.6
2022-03-20T18:05:59.180Z,43.7416,-105.317,0.0,2.9
2022-03-20T21:28:25.125Z,43.7251,-105.1729,0.0,3.3
2022-03-20T23:15:12.758Z,38.1912,-117.7583,8.4,2.8
2022-03-20T23:31:48.540Z,33.1128333,-115.5998333,11.02,2.94
2022-03-21T08:19:13.454Z,32.38494873,-101.6133527,3.448120117,2.6
2022-03-21T08:31:58.570Z,40.7213333,-124.0215,27.45,2.63
2022-03-21T19:45:07.894Z,31.61338461,-103.9750068,7.57121582,2.8
2022-03-22T00:33:22.908Z,37.5301,-97.7643,5.71,2.8
2022-03-22T10:33:38.430Z,34.0498333,-117.5645,7.4,3.28
2022-03-22T11:59:40.490Z,33.4715,-116.5325,13.09,3.03
2022-03-22T15:26:20.398Z,31.5866649,-104.2126019,6.080151367,2.6
2022-03-22T16:35:40.080Z,38.8035,-122.7916667,1.35,2.68
2022-03-22T17:49:56.249Z,31.60140388,-103.9846357,6.440063477,2.5
2022-03-23T01:58:44.750Z,34.291,-118.4318333,7.47,2.61
2022-03-23T09:56:36.520Z,40.1353333,-123.8245,22.86,2.79
2022-03-23T12:03:27.488Z,28.87115479,-98.01045496,7.849975586,2.5
2022-03-23T20:31:23.209Z,43.8039,-105.3173,0.0,3.1
2022-03-24T04:34:48.212Z,31.60933161,-104.5202005,6.414355469,3.1
2022-03-24T05:35:35.512Z,31.75968336,-104.6289788,7.905419922,2.9
2022-03-24T07:08:38.682Z,31.97479248,-102.3507765,8.485799154,2.9
2022-03-24T09:42:10.537Z,41.9659,-119.5731,1.4,2.8
2022-03-24T12:12:46.703Z,31.58645679,-104.5667564,6.157275391,4.0
2022-03-24T13:12:09.848Z,31.66286896,-104.3132511,6.851391602,2.8
2022-03-24T14:53:24.687Z,41.9645,-119.5887,1.6,2.7
2022-03-24T19:51:01.709Z,45.9621,-106.49,0.0,3.2
2022-03-24T20:34:24.528Z,31.62078448,-104.5251605,7.082763671999999,2.6
2022-03-24T21:00:54.810Z,40.6671,-109.4886,0.0,3.1
2022-03-25T03:01:58.874Z,31.66909306,-104.4204226,6.799975586,4.6
2022-03-25T03:26:03.496Z,31.6749741,-104.3997511,5.745947266,2.6
2022-03-25T04:28:32.746Z,31.68068532,-104.4049171,6.234399414,3.3
2022-03-25T06:44:07.773Z,32.5482,-104.4263,5.0,2.6
2022-03-25T07:29:01.223Z,31.5929574,-104.5582206,7.905419922,2.6
2022-03-25T15:32:09.192Z,31.6789633,-104.3502584,6.157275391,2.5
2022-03-25T15:51:19.038Z,31.59325903,-104.5184216,5.540283203000001,2.5
2022-03-25T16:23:51.840Z,38.5188333,-119.5386667,0.1,2.65
2022-03-25T21:10:58.610Z,39.1266667,-122.2585,-0.49,3.67
2022-03-26T03:49:37.667Z,31.6398,-104.4079,5.0,2.7
2022-03-26T04:56:50.025Z,36.8428,-104.814,5.0,2.7
2022-03-26T10:13:58.540Z,37.0676667,-117.9348333,8.44,2.81
2022-03-26T11:32:23.820Z,35.9705,-120.2005,18.78,2.61
2022-03-26T11:41:20.797Z,37.3046,-114.9832,2.7,2.7
2022-03-26T11:53:01.950Z,38.5153333,-119.5418333,-0.78,2.59
2022-03-26T17:08:54.927Z,31.59278925,-104.5797334,6.568603515999999,2.7
2022-03-26T17:46:51.280Z,38.5136667,-119.5428333,-0.46,3.29
2022-03-27T03:27:41.754Z,31.67856595,-104.412704,6.774267578,2.6
2022-03-27T06:14:31.949Z,31.67770342,-104.4040825,7.596923828000001,2.5
2022-03-27T06:18:43.694Z,31.61268742,-103.9774245,7.905419922,3.7
2022-03-27T08:31:38.167Z,31.60344613,-103.9924446,6.157275391,2.7
2022-03-27T10:51:53.833Z,31.72639096,-104.5076721,4.897583008,2.9
2022-03-27T11:48:02.956Z,31.58266203,-104.5817741,7.699755859,2.6
2022-03-27T12:51:07.917Z,31.61012241,-104.1100172,6.131567383,2.7
2022-03-27T15:01:16.519Z,35.674,-97.42216667,7.08,3.29
2022-03-27T18:14:29.844Z,43.5531,-105.244,0.0,2.6
2022-03-27T19:07:08.808Z,31.64927944,-104.2359125,7.699755859,2.5
2022-03-27T20:03:32.798Z,43.7582,-105.2679,0.0,3.1
2022-03-27T23:45:41.643Z,31.07272341,-103.2435868,3.098022461,2.9
2022-03-28T04:39:36.722Z,31.58043629,-104.5726072,6.105859375,2.9
2022-03-28T08:35:41.430Z,39.3458333,-122.8886667,8.76,2.57
2022-03-28T14:30:36.519Z,43.8233,-105.4642,0.0,2.9
2022-03-28T15:24:32.130Z,33.1831667,-115.6095,2.28,3.04
2022-03-28T16:22:50.596Z,31.64915374,-104.2157299,6.954223633,3.2
2022-03-28T16:45:22.938Z,31.64751915,-104.220831,6.979931641,2.8
2022-03-28T17:07:44.570Z,45.1341,-106.9205,0.0,3.3
2022-03-28T17:37:22.494Z,31.657872,-104.2184823,7.725463867,2.9
2022-03-28T18:02:05.657Z,31.63946138,-104.2237336,7.519799805,3.4
2022-03-28T18:55:27.062Z,31.58999786,-104.5840057,7.699755859,2.7
2022-03-28T23:42:02.782Z,31.66587303,-104.3856738,7.288427734,2.5
2022-03-29T01:12:00.946Z,31.15696274,-103.2066333,4.614794922,2.7
2022-03-29T03:18:54.206Z,31.61525203,-103.9658695,7.828295898,2.7
2022-03-29T05:55:49.241Z,42.6104,-111.4536,5.0,2.6
2022-03-29T06:00:28.026Z,31.15035212,-103.2267325,3.869262695,2.7
2022-03-29T06:18:29.000Z,44.7578333,-110.922,10.21,2.59
2022-03-29T06:33:41.861Z,31.64293439,-104.2186459,7.288427734,2.6
2022-03-29T12:07:15.233Z,31.61987221,-104.2346234,4.820458984,2.7
2022-03-29T17:07:31.645Z,31.68059925,-104.5160892,6.157275391,2.6
2022-03-29T18:35:43.770Z,33.1913333,-116.0031667,8.54,2.71
2022-03-29T18:53:25.180Z,38.7995,-122.7728333,0.65,2.75
2022-03-29T19:33:31.792Z,43.7227,-105.2768,0.0,2.9
2022-03-29T21:11:26.997Z,41.4014,-106.5744,5.0,3.3
2022-03-29T22:27:19.580Z,37.1353,-116.2227,7.3,2.9
2022-03-29T23:42:28.701Z,31.62904043,-104.5273982,7.494091797,2.6
2022-03-30T00:42:50.765Z,38.1508,-117.9822,10.4,2.9
2022-03-30T01:01:42.978Z,31.67782867,-104.3847031,5.026123046999999,2.5
2022-03-30T01:02:14.198Z,31.67120433,-104.3784539,6.131567383,3.5
2022-03-30T02:04:49.295Z,31.6689,-104.3944,7.09,2.7
2022-03-30T02:45:53.063Z,31.67505059,-104.3879085,6.362939453,3.1
2022-03-30T05:25:48.601Z,31.59106911,-104.5646546,7.905419922,2.6
2022-03-30T08:47:19.250Z,31.66217579,-104.3888706,6.362939453,3.1
2022-03-30T09:37:20.402Z,31.65092846,-104.3868869,6.080151367,2.7
2022-03-30T19:18:36.263Z,31.75611336,-104.6160063,4.511962890999999,2.6
2022-03-30T19:47:06.197Z,43.6845,-105.3094,0.0,3.2
2022-03-30T21:05:17.191Z,39.9787,-119.5704,7.5,2.6
2022-03-30T23:15:54.178Z,31.67136023,-104.3900289,7.596923828000001,2.6
2022-03-31T02:05:26.760Z,37.4093333,-118.6031667,10.53,3.93
2022-03-31T02:39:59.840Z,35.40516667,-97.88016667,7.36,2.65
2022-03-31T03:33:13.425Z,38.2042,-117.8746,7.6,2.6
2022-03-31T08:16:30.000Z,37.4108333,-118.601,10.53,3.29
2022-03-31T12:56:05.162Z,36.3781,-103.183,5.0,3.4
2022-03-31T15:56:48.456Z,31.64074445,-104.2842823,7.596923828000001,2.5
2022-03-31T22:39:04.670Z,36.8105,-121.5395,5.84,3.33
2022-04-01T00:58:29.410Z,36.8083333,-121.5396667,5.78,2.65
2022-04-01T02:28:12.940Z,36.812,-121.542,5.73,2.82
2022-04-01T06:27:52.832Z,31.65468979,-104.4092562,6.054443359000001,3.0
2022-04-01T06:56:22.639Z,31.67343347,-104.3892399,6.645727539,3.8
2022-04-01T08:44:03.130Z,32.7996667,-115.45,13.6,2.81
2022-04-01T11:34:31.115Z,38.1708,-117.8881,12.4,3.5
2022-04-01T13:14:37.370Z,36.0003333,-117.325,2.32,2.62
2022-04-01T14:04:22.214Z,31.65271537,-104.4296901,7.699755859,3.1
2022-04-01T14:04:29.480Z,38.7486667,-122.7295,1.99,2.71
2022-04-01T15:02:05.746Z,31.73054418,-104.5952467,7.802587891,2.7
2022-04-01T15:31:59.620Z,40.8165,-123.4696667,26.05,3.02
2022-04-01T22:01:29.515Z,44.185,-105.4376,0.0,2.6
2022-04-01T22:53:05.691Z,44.507,-105.4976,0.0,2.7
2022-04-02T08:55:50.130Z,38.6265,-119.828,-1.78,2.73
2022-04-02T10:31:04.680Z,41.0453333,-123.5105,33.39,3.54
2022-04-02T12:30:46.622Z,31.67371592,-104.4503424,6.774267578,2.6
2022-04-02T19:40:14.009Z,32.40600586,-101.5887005,7.336425781,2.9
2022-04-02T21:41:24.326Z,32.5152,-104.4436,1.77,2.8
2022-04-02T22:22:49.714Z,45.0826,-106.8848,0.0,2.7
2022-04-03T00:25:06.630Z,36.7981667,-120.7465,4.67,2.67
2022-04-03T09:51:30.520Z,35.0381667,-116.9765,2.01,3.62
2022-04-03T14:02:11.892Z,31.73783634,-104.6028698,6.054443359000001,2.5
2022-04-03T14:14:57.879Z,43.8027,-105.3213,0.0,3.0
2022-04-03T16:58:16.851Z,38.1682,-117.8203,9.0,2.8
2022-04-03T17:19:05.346Z,34.4277,-106.8079,7.22,2.9
2022-04-03T21:38:44.607Z,34.446,-106.8942,5.0,3.0
2022-04-04T02:42:54.140Z,36.6421667,-121.2656667,10.35,2.73
2022-04-04T15:16:46.240Z,40.4871667,-124.2101667,21.4,4.07
2022-04-04T15:18:31.590Z,40.4816667,-124.2186667,21.41,3.8
2022-04-04T16:12:00.521Z,44.4586,-105.404,0.0,3.0
2022-04-04T17:49:08.189Z,38.1645,-118.0431,11.6,2.5
2022-04-04T17:56:42.838Z,29.08538818,-97.80778952,4.328491211,2.7
2022-04-04T17:57:03.219Z,44.3212,-105.4509,0.0,3.2
2022-04-04T17:59:12.802Z,43.7808,-105.3384,0.0,3.0
2022-04-04T21:16:24.530Z,40.4815,-124.2193333,21.43,2.78
2022-04-05T03:07:11.256Z,29.07623291,-97.80985754,3.203572591,2.6
