time,latitude,longitude,depth,mag
2021-11-01T02:11:50.962Z,36.7539,-104.9197,5.0,3.2
2021-11-01T03:09:15.401Z,36.7422,-104.9365,5.36,4.0
2021-11-01T18:48:08.218Z,31.59513341,-104.0042391,8.213916016,2.6
2021-11-02T00:25:32.034Z,44.2929,-115.0857,10.0,3.0
2021-11-02T02:30:52.438Z,40.6111,-115.1616,14.1,2.7
2021-11-02T17:19:29.546Z,45.1378,-106.7782,0.0,2.8
2021-11-02T20:02:01.810Z,43.7815,-105.324,0.0,3.1
2021-11-02T23:34:34.447Z,31.67986221,-104.4587458,6.080151367,2.6
2021-11-03T00:24:51.300Z,40.363,-124.2553333,29.6,4.38
2021-11-03T00:39:08.730Z,40.373,-124.2525,27.74,2.63
2021-11-03T01:17:08.410Z,35.0821667,-116.693,10.54,2.56
2021-11-03T01:33:16.950Z,40.3711667,-124.2571667,29.93,3.05
2021-11-03T04:55:50.550Z,40.3555,-124.2805,28.39,2.54
2021-11-03T10:10:47.567Z,39.2829,-99.5346,5.0,2.7
2021-11-03T12:09:06.189Z,44.3348,-115.2866,10.0,2.7
2021-11-03T13:37:07.083Z,41.5428,-118.7682,14.1,3.0
2021-11-03T15:50:24.790Z,31.03909787,-103.3145455,5.797363281,2.5
2021-11-03T20:25:34.800Z,38.1213,-118.041,3.3,2.8
2021-11-03T21:12:35.095Z,38.6693,-97.4724,1.43,2.9
2021-11-04T00:24:34.080Z,39.8938333,-123.4245,7.43,4.08
2021-11-04T01:08:41.113Z,44.4669,-115.2508,10.0,3.3
2021-11-04T06:08:59.699Z,44.2932,-115.1523,10.0,2.5
2021-11-04T08:29:26.550Z,46.7656666666667,-122.0895,16.11,2.89
2021-11-04T17:51:56.695Z,44.4761,-115.1881,10.0,2.7
2021-11-04T19:10:51.467Z,44.3524,-105.4388,0.0,2.9
2021-11-04T19:26:08.980Z,34.658,-94.3715,16.66,2.7
2021-11-04T22:25:29.560Z,45.0836,-106.915,0.0,2.7
2021-11-05T00:55:25.199Z,36.36583333,-97.345,5.81,2.79
2021-11-05T04:46:44.420Z,37.9091667,-122.2916667,5.01,2.65
2021-11-05T06:59:07.790Z,38.8331667,-122.8116667,2.13,2.79
2021-11-05T10:45:01.284Z,31.66197372,-104.5481939,7.596923828000001,2.5
2021-11-05T12:03:13.550Z,35.6648333,-117.4856667,10.73,3.36
2021-11-05T16:38:39.180Z,32.8538333,-118.4495,3.08,3.06
2021-11-05T20:04:05.859Z,43.8277,-105.5251,0.0,3.0
2021-11-05T21:08:00.044Z,43.8643,-105.4645,0.0,2.8
2021-11-06T00:44:53.651Z,28.94805908,-98.3537454,4.915405273,2.7
2021-11-06T05:49:25.004Z,36.7359,-104.9657,5.0,2.6
2021-11-06T19:04:10.016Z,43.751,-105.3905,0.0,2.6
2021-11-06T19:28:32.675Z,45.8053,-106.7252,0.0,3.1
2021-11-07T00:42:24.030Z,41.9255,-121.959,7.46,2.5
2021-11-07T07:58:28.620Z,35.5058333,-118.3856667,6.45,2.64
2021-11-07T19:08:53.939Z,35.106,-95.39033333,6.91,2.52
2021-11-07T19:44:20.410Z,37.4083333,-118.5161667,7.41,2.81
2021-11-08T00:34:28.911Z,44.4995,-115.1738,10.0,3.1
2021-11-08T05:24:46.916Z,38.1448,-118.2335,8.3,3.2
2021-11-08T06:20:57.082Z,38.679,-97.4838,5.0,2.6
2021-11-08T06:46:26.725Z,38.6766,-97.4495,5.0,2.5
2021-11-08T09:15:30.227Z,37.2915,-117.4805,5.1,2.7
2021-11-08T10:10:15.230Z,36.95866667,-98.08566667,5.0,2.66
2021-11-08T11:37:58.127Z,38.9691,-118.1516,5.4,2.7
2021-11-08T20:16:52.281Z,45.1579,-106.8184,0.0,2.8
2021-11-08T21:05:27.010Z,31.67129056,-104.4007945,7.494091797,2.5
2021-11-08T23:23:22.650Z,36.1585,-89.6883333,7.52,2.59
